"Date","Luang Prabang","Chieang Saen","NongKhai","Chieng Khan","VienTiean","Mukdahan","KhongCham","Pakse","Stungtreng","Kratie","Kompongcham","Phnompenh Port","Chau Doc"
"Jan-61","4.11","1.10","","","1.00","1.56","","0.95","2.38","6.72","4.23","2.62",""
"Feb-61","3.55","0.85","","","0.64","1.31","","0.67","2.04","5.93","3.22","1.67",""
"Mar-61","3.12","0.78","","","0.24","1.12","","0.50","1.77","5.53","2.72","1.17",""
"Apr-61","3.52","1.14","","","0.63","1.18","","0.59","1.78","5.48","2.38","0.93",""
"May-61","3.99","1.62","","","1.15","1.57","","1.06","2.55","6.92","2.87","1.27",""
"Jun-61","6.98","3.18","","","3.74","5.56","","5.31","5.27","12.27","7.28","3.58",""
"Jul-61","8.37","4.27","","","4.62","6.73","","6.75","7.23","16.43","11.11","6.17",""
"Aug-61","12.53","6.64","","","7.93","9.00","","8.85","8.65","18.33","12.48","7.25",""
"Sep-61","13.15","5.47","","","9.51","12.00","","11.94","10.09","20.97","14.81","9.24",""
"Oct-61","10.11","4.39","","","7.16","8.94","","9.33","8.56","19.22","14.06","9.66",""
"Nov-61","7.17","2.95","","","3.87","4.08","","3.86","4.52","11.97","9.11","7.26",""
"Dec-61","5.81","2.01","","","2.46","2.58","","1.98","3.07","8.67","5.97","4.69",""
"Jan-62","4.69","1.40","","","1.45","1.91","","1.23","2.59","7.36","4.36","3.10",""
"Feb-62","3.94","1.07","","","0.84","1.52","","0.86","2.27","6.60","3.24","1.98",""
"Mar-62","3.27","0.71","","","0.38","1.28","","0.63","2.00","6.04","2.51","1.25",""
"Apr-62","3.23","0.84","","","0.31","1.16","","0.50","1.71","5.69","2.15","0.81",""
"May-62","4.19","1.56","","","1.19","1.66","","1.18","2.52","6.95","2.78","1.04",""
"Jun-62","7.61","3.65","","","3.82","4.90","","4.44","4.95","11.89","6.95","3.27",""
"Jul-62","9.03","4.34","","","5.41","6.98","","6.95","6.74","15.41","10.17","5.32",""
"Aug-62","12.89","7.09","","","8.33","9.33","","9.31","8.74","18.89","13.41","7.82",""
"Sep-62","10.80","5.29","","","7.28","8.30","","8.88","8.38","18.67","13.41","8.50",""
"Oct-62","8.27","3.86","","","5.21","5.81","","6.71","6.68","16.01","12.05","8.75",""
"Nov-62","6.21","2.52","","","2.91","3.06","","3.21","4.13","11.03","8.08","6.36",""
"Dec-62","4.76","1.55","","","1.57","1.95","","1.35","2.85","8.01","5.18","3.91",""
"Jan-63","3.80","1.05","","","0.79","1.46","","0.87","2.33","6.64","3.62","2.40",""
"Feb-63","3.32","0.71","","","0.35","1.20","","0.61","1.98","5.92","2.74","1.48",""
"Mar-63","3.07","0.57","","","0.12","1.04","","0.42","1.68","5.46","2.34","0.96",""
"Apr-63","2.91","0.55","","","-0.04","0.92","","0.33","1.55","5.24","2.14","0.70",""
"May-63","3.13","0.80","","","0.21","0.99","","0.44","1.65","5.34","2.01","0.58",""
"Jun-63","5.29","2.44","","","1.91","4.39","","3.67","4.04","9.87","5.11","2.15",""
"Jul-63","10.02","5.11","","","6.06","8.22","","6.95","6.41","14.39","9.20","4.55",""
"Aug-63","13.60","6.50","","","9.35","11.18","","10.46","9.17","19.49","13.70","7.66",""
"Sep-63","10.77","4.65","","","7.56","9.58","","8.93","8.38","18.67","13.32","8.28",""
"Oct-63","8.93","4.22","","","5.40","5.57","","5.62","6.02","14.84","11.01","8.01",""
"Nov-63","9.45","3.69","","","5.98","5.25","","4.63","4.79","11.90","8.49","6.41",""
"Dec-63","5.99","2.01","","","2.67","2.77","","2.27","3.24","8.81","5.77","4.28",""
"Jan-64","4.61","1.35","","","1.45","1.87","","1.19","2.52","7.02","3.89","2.60",""
"Feb-64","3.77","0.99","","","0.82","1.46","","0.84","2.16","6.06","2.91","1.69",""
"Mar-64","3.39","0.86","","","0.50","1.24","","0.65","1.81","5.49","2.42","1.16",""
"Apr-64","3.52","1.08","","","0.56","1.21","","0.64","1.72","5.36","2.20","0.89",""
"May-64","4.46","1.81","","","1.63","1.90","","1.40","2.63","7.21","3.02","1.23",""
"Jun-64","5.78","2.66","","","2.64","4.53","","3.77","3.97","10.07","5.40","2.53",""
"Jul-64","11.71","5.67","","","7.25","7.55","","6.61","5.88","13.71","8.64","4.50",""
"Aug-64","12.93","6.32","","","8.32","8.52","","7.85","7.11","15.98","10.62","5.82",""
"Sep-64","12.63","5.90","","","8.83","9.96","","9.82","8.62","18.58","12.95","7.57",""
"Oct-64","9.82","4.56","","","6.68","7.82","","8.09","7.58","17.55","12.85","8.70",""
"Nov-64","7.23","3.00","","","3.86","4.09","","4.13","5.13","12.84","9.35","7.15",""
"Dec-64","5.84","2.05","","","2.53","2.69","","2.17","3.40","9.15","6.18","4.70",""
"Jan-65","4.68","1.45","2.08","","1.55","1.90","","1.25","2.66","7.25","4.22","2.93",""
"Feb-65","3.98","1.11","1.55","","1.00","1.56","","0.93","2.32","6.40","3.11","1.86",""
"Mar-65","3.29","0.71","0.94","","0.46","1.28","","0.70","2.03","5.78","2.52","1.21",""
"Apr-65","3.16","0.71","0.77","","0.26","1.13","","0.59","1.78","5.51","2.21","0.90",""
"May-65","3.46","1.05","1.03","","0.53","1.34","","0.83","2.19","6.11","2.33","0.90",""
"Jun-65","6.83","3.29","4.12","","3.40","6.54","","5.92","5.65","12.81","7.62","3.69",""
"Jul-65","10.16","5.05","7.43","","6.30","7.87","","7.42","6.97","16.15","11.13","6.20",""
"Aug-65","11.58","5.88","8.69","","7.57","8.83","","8.04","7.27","16.75","11.72","6.90",""
"Sep-65","11.06","5.39","8.58","","7.48","8.32","","7.89","7.63","17.81","12.77","7.92",""
"Oct-65","9.71","4.93","6.40","","5.53","4.99","","4.69","5.01","13.02","9.63","7.19",""
"Nov-65","9.86","4.45","6.98","","6.09","5.28","","4.25","4.42","11.33","7.95","5.90",""
"Dec-65","6.87","2.67","3.85","","3.21","2.88","","2.06","3.11","8.45","5.27","3.78",""
"Jan-66","5.32","1.89","2.57","","1.95","2.08","2.22","1.89","2.67","7.39","3.94","2.60",""
"Feb-66","4.34","1.31","1.85","","1.23","1.57","1.67","1.29","2.27","6.35","2.88","1.60",""
"Mar-66","3.53","0.91","1.23","","0.57","1.28","1.35","0.77","1.98","5.79","2.41","1.10",""
"Apr-66","3.35","0.92","1.07","","0.42","1.14","1.21","0.59","1.82","5.50","2.24","0.89",""
"May-66","4.02","1.45","1.68","","1.02","1.68","2.44","1.78","2.90","7.51","3.20","1.35",""
"Jun-66","7.36","3.48","4.41","","3.67","4.68","5.40","4.23","4.26","10.59","5.78","2.88",""
"Jul-66","10.87","5.57","7.69","","6.84","8.17","8.99","7.50","6.97","15.58","10.23","5.42",""
"Aug-66","15.65","8.24","11.12","","10.36","10.91","12.30","10.28","8.85","19.19","13.55","7.95",""
"Sep-66","16.64","8.39","12.21","","11.00","12.28","14.25","11.99","9.93","20.96","14.90","9.61",""
"Oct-66","10.98","5.54","7.40","","6.94","6.48","7.80","6.30","5.87","14.43","11.19","8.78",""
"Nov-66","7.98","3.50","4.69","","4.59","4.04","4.55","3.40","4.04","10.67","7.96","6.50",""
"Dec-66","6.23","2.36","2.96","","2.97","2.67","2.99","2.05","2.80","8.61","5.84","4.55",""
"Jan-67","5.21","1.74","2.01","4.76","1.99","1.97","2.21","1.43","2.75","7.38","4.27","3.05",""
"Feb-67","4.34","1.27","1.39","3.82","1.29","1.59","1.74","1.03","2.30","6.54","3.19","1.96",""
"Mar-67","3.83","1.14","1.02","3.33","0.88","1.36","1.47","0.80","2.07","5.89","2.54","1.22",""
"Apr-67","3.81","1.17","1.01","3.25","0.86","1.27","1.39","0.65","1.97","5.78","2.31","0.92",""
"May-67","4.15","1.56","1.50","3.73","1.31","1.71","1.93","1.10","2.47","6.81","2.76","1.16",""
"Jun-67","5.68","2.59","2.78","5.49","2.55","3.98","4.15","3.00","3.81","9.65","5.08","2.36",""
"Jul-67","7.95","4.30","4.67","7.58","4.28","5.54","5.73","4.42","5.14","12.38","7.51","3.80",""
"Aug-67","11.01","5.48","7.69","10.33","7.08","7.88","8.69","7.16","7.47","16.59","11.28","6.33",""
"Sep-67","10.70","4.92","7.91","10.24","7.27","8.97","10.55","8.77","8.31","18.52","13.14","7.92",""
"Oct-67","9.26","4.35","6.48","9.00","6.04","6.72","8.26","6.73","6.78","16.01","11.96","8.46",""
"Nov-67","7.15","3.36","4.11","7.01","3.76","3.34","3.75","2.65","3.80","9.86","7.13","5.72",""
"Dec-67","5.56","1.93","2.92","5.59","2.50","2.51","2.82","1.86","3.04","8.29","5.27","3.95",""
"Jan-68","4.62","2.33","2.08","4.52","1.62","1.75","2.00","1.14","2.52","6.83","3.68","2.47",""
"Feb-68","3.84","1.56","1.46","3.60","1.02","1.50","1.67","0.88","2.31","6.27","2.89","1.62",""
"Mar-68","3.42","1.25","1.10","3.02","0.69","1.31","1.44","0.67","2.02","5.61","2.47","1.14",""
"Apr-68","3.47","1.28","1.06","2.83","0.59","1.20","1.29","0.56","1.93","5.27","2.26","0.86",""
"May-68","4.56","2.10","2.39","4.58","1.93","2.22","2.43","1.48","2.53","6.86","2.79","1.14",""
"Jun-68","5.95","2.94","3.16","5.74","2.62","3.79","4.16","2.71","3.39","8.80","4.16","1.87",""
"Jul-68","8.75","4.52","5.90","8.54","5.28","6.23","6.30","4.96","4.97","12.03","7.03","3.49",""
"Aug-68","11.60","5.78","7.98","10.53","7.39","8.12","9.14","7.50","7.51","16.63","11.21","5.96",""
"Sep-68","11.54","5.56","8.63","10.79","7.95","8.57","10.93","9.14","8.66","18.71","13.28","7.90",""
"Oct-68","9.91","5.13","6.59","9.31","6.12","5.92","6.56","5.14","5.45","13.71","10.08","7.45",""
"Nov-68","8.03","3.62","5.14","7.73","4.64","4.01","4.26","3.14","3.75","10.22","6.97","5.39",""
"Dec-68","5.55","2.14","2.86","5.21","2.34","2.36","2.49","1.63","2.57","7.91","4.61","3.41",""
"Jan-69","4.41","1.50","1.92","3.98","1.43","1.70","1.79","1.03","2.49","6.45","3.23","2.06",""
"Feb-69","3.62","1.06","1.31","3.13","0.83","1.41","1.43","0.73","2.25","5.46","2.58","1.38",""
"Mar-69","3.06","0.73","0.85","2.47","0.36","1.18","1.19","0.51","1.90","5.04","2.31","1.01",""
"Apr-69","2.95","0.72","0.75","2.23","0.24","1.07","1.09","0.43","1.71","5.04","2.11","0.79",""
"May-69","3.01","0.77","0.76","2.18","0.24","1.14","1.25","0.60","1.91","5.46","2.10","0.82",""
"Jun-69","5.87","2.51","3.44","5.76","2.82","5.35","5.51","4.25","4.23","10.16","5.35","2.49",""
"Jul-69","9.06","4.41","6.49","8.73","5.66","8.38","9.71","7.99","7.38","16.37","10.86","5.74",""
"Aug-69","14.84","7.48","10.59","12.96","9.94","10.77","12.00","9.89","8.72","19.15","13.57","7.91",""
"Sep-69","10.59","4.89","7.70","10.05","7.16","7.48","9.15","7.52","7.97","18.38","13.29","8.56",""
"Oct-69","7.73","3.57","4.99","7.61","4.63","4.43","5.78","4.47","5.40","13.77","10.44","7.97",""
"Nov-69","6.39","2.56","3.77","6.34","3.37","3.15","3.91","2.85","3.81","10.60","7.40","5.90",""
"Dec-69","4.81","1.65","2.20","4.58","1.87","1.99","2.31","1.46","2.82","7.84","4.92","3.75",""
"Jan-70","3.87","1.17","1.50","3.53","1.16","1.55","1.77","0.93","2.26","6.79","3.53","2.42",""
"Feb-70","3.23","0.83","1.03","2.75","0.73","1.28","1.45","0.69","2.02","6.14","2.66","1.52",""
"Mar-70","2.93","0.73","0.63","2.26","0.37","1.06","1.20","0.45","1.83","5.73","2.32","1.10",""
"Apr-70","3.31","1.09","0.99","2.53","0.64","1.15","1.31","0.56","1.93","5.80","2.18","0.97",""
"May-70","5.11","2.29","2.53","4.60","2.08","2.15","2.28","1.32","2.51","6.81","2.61","1.13",""
"Jun-70","7.49","3.33","5.02","7.40","4.31","5.08","5.35","4.19","4.65","10.84","6.07","2.94",""
"Jul-70","12.33","5.97","9.12","11.29","8.22","9.51","10.00","8.40","7.75","15.93","11.20","6.10",""
"Aug-70","14.96","7.23","11.30","13.37","10.51","11.61","12.92","10.59","9.33","19.17","13.19","7.61",""
"Sep-70","12.03","5.03","9.91","11.44","9.01","11.22","12.73","10.52","9.36","19.88","14.13","9.14",""
"Oct-70","8.66","3.81","5.98","8.51","5.69","6.28","7.11","5.76","6.15","15.33","10.93","8.29",""
"Nov-70","6.98","3.04","3.94","6.79","3.76","3.45","3.85","2.92","3.96","10.88","7.84","6.22",""
"Dec-70","6.94","3.04","3.77","6.68","3.58","3.04","3.16","2.28","3.43","8.87","6.08","4.63",""
"Jan-71","5.04","1.73","2.32","4.79","2.09","2.05","2.10","1.43","2.70","7.27","4.43","3.12",""
"Feb-71","4.21","1.28","1.64","3.83","1.43","1.61","1.56","0.95","2.28","6.40","3.15","1.95",""
"Mar-71","3.53","0.91","1.15","3.08","0.92","1.35","1.27","0.69","2.05","5.95","2.57","1.35",""
"Apr-71","3.42","0.96","0.81","2.77","0.82","1.22","1.16","0.58","1.95","5.83","2.23","0.89",""
"May-71","4.11","1.55","1.34","3.35","1.22","1.45","1.46","0.86","2.17","6.52","2.32","0.92",""
"Jun-71","7.16","3.65","4.25","7.03","3.86","4.31","4.78","3.84","4.39","10.57","6.09","2.93",""
"Jul-71","13.02","6.54","9.19","11.69","8.45","9.79","11.30","9.37","8.46","16.56","11.79","6.32",""
"Aug-71","17.52","8.75","11.86","14.91","11.30","11.50","12.60","10.33","9.23","19.14","13.13","7.77",""
"Sep-71","13.72","6.53","10.42","12.43","9.76","10.10","11.44","9.35","8.61","19.16","13.39","8.71",""
"Oct-71","9.36","4.64","6.45","8.96","6.06","6.18","7.40","5.86","6.24","15.35","10.88","8.19",""
"Nov-71","7.55","3.31","4.56","7.34","4.28","3.80","4.26","3.19","4.18","11.12","7.81","6.26",""
"Dec-71","5.82","2.19","2.82","5.54","2.54","2.50","2.67","1.85","3.06","8.51","5.57","4.24",""
"Jan-72","4.91","1.64","1.85","4.51","1.73","2.00","2.06","1.34","2.62","7.18","4.05","2.82",""
"Feb-72","4.14","1.27","1.17","3.59","1.14","1.59","1.65","1.01","2.33","6.45","3.04","1.80",""
"Mar-72","3.55","0.99","0.68","2.89","0.62","1.36","1.37","0.75","2.10","6.00","2.47","1.18",""
"Apr-72","3.75","1.18","1.11","3.01","0.89","1.38","1.41","0.82","2.16","6.03","2.36","1.06",""
"May-72","3.99","1.52","1.43","3.40","1.14","1.56","1.58","0.93","2.23","6.59","2.22","0.86",""
"Jun-72","5.12","2.37","2.53","4.92","2.23","3.28","3.87","3.05","3.81","10.04","5.20","2.40",""
"Jul-72","7.09","3.64","3.97","6.70","3.61","6.39","7.23","5.83","5.87","13.96","9.48","4.85",""
"Aug-72","12.43","5.24","8.90","11.41","8.23","11.32","13.31","10.98","9.61","19.46","13.65","7.61",""
"Sep-72","9.90","4.33","7.31","9.67","6.70","7.89","9.74","7.88","7.64","18.21","13.71","8.77",""
"Oct-72","8.72","3.58","6.22","8.78","5.63","5.72","7.48","5.84","6.24","15.33","11.01","8.21",""
"Nov-72","7.35","3.13","4.63","7.28","4.05","3.82","4.86","3.60","4.51","11.44","8.06","6.38",""
"Dec-72","6.91","2.95","4.34","6.90","3.61","3.35","3.81","2.65","3.74","9.19","6.36","4.90",""
"Jan-73","4.67","1.66","2.43","4.67","1.76","2.00","2.46","1.48","2.75","7.32","4.32","3.07",""
"Feb-73","3.80","1.25","1.71","3.59","1.02","1.53","1.95","0.99","2.31","6.44","3.12","1.89",""
"Mar-73","3.76","1.25","1.68","3.36","0.99","1.43","1.80","0.77","2.12","6.02","2.53","1.28",""
"Apr-73","3.71","1.37","1.53","3.09","0.80","1.28","1.34","0.65","2.02","5.89","2.21","0.87",""
"May-73","4.65","2.04","2.31","4.23","1.67","1.98","2.10","1.27","2.48","6.82","2.63","1.04",""
"Jun-73","6.93","3.55","4.39","6.89","3.72","4.12","4.23","3.08","3.83","10.06","4.51","2.07",""
"Jul-73","10.59","5.06","7.38","9.90","6.70","7.15","7.73","6.16","6.11","14.26","8.31","4.24",""
"Aug-73","13.92","6.42","9.79","12.38","9.32","8.99","9.73","8.04","7.48","17.31","10.96","5.98",""
"Sep-73","14.62","6.24","11.24","13.20","10.54","11.76","12.78","10.49","9.32","19.81","13.78","8.15",""
"Oct-73","9.45","4.11","6.73","9.04","6.23","6.67","7.60","6.17","6.45","15.63","11.91","8.38",""
"Nov-73","8.15","3.90","5.16","7.82","4.61","4.03","4.42","3.30","4.27","11.18","8.36","6.53",""
"Dec-73","6.21","2.53","3.60","6.04","3.03","2.95","3.21","2.17","3.33","8.79","5.97","4.68",""
"Jan-74","4.82","1.64","2.23","4.43","1.69","1.97","2.23","1.30","2.59","7.15","4.17","3.01",""
"Feb-74","3.97","1.19","1.58","3.48","1.09","1.62","1.78","0.98","2.30","6.42","3.45","1.92",""
"Mar-74","3.50","0.99","1.16","2.87","0.65","1.35","1.45","0.70","2.06","5.96","2.75","1.28",""
"Apr-74","3.97","1.34","1.52","3.24","1.04","1.50","1.59","0.86","2.17","6.04","2.49","1.01",""
"May-74","4.55","1.77","2.21","4.28","1.79","1.87","2.07","1.29","2.50","6.83","3.18","1.18",""
"Jun-74","6.61","3.09","4.03","6.61","3.52","4.15","4.87","3.81","4.38","10.61","6.83","3.09",""
"Jul-74","8.61","4.69","5.65","8.25","4.98","5.96","6.19","4.63","4.98","13.13","7.89","3.42",""
"Aug-74","12.43","6.50","8.94","11.30","8.22","9.64","11.51","9.52","8.52","18.33","12.97","6.70",""
"Sep-74","13.05","6.20","9.64","11.85","8.99","9.91","11.50","9.51","8.70","19.26","13.70","8.33",""
"Oct-74","8.91","3.96","6.11","8.70","5.74","5.61","6.47","5.16","5.72","14.87","10.19","7.35",""
"Nov-74","7.01","3.08","4.25","6.96","3.84","3.74","4.26","3.15","4.15","11.04","7.56","5.84",""
"Dec-74","5.36","2.05","2.78","5.29","2.31","2.39","2.73","1.83","3.04","8.51","5.23","3.92",""
"Jan-75","4.84","1.74","2.30","4.70","1.84","1.96","2.24","1.32","2.60","7.15","4.20","2.85",""
"Feb-75","3.83","1.25","1.47","3.54","1.08","1.57","1.85","0.98","2.31","6.44","3.45","2.11",""
"Mar-75","3.22","0.91","1.00","2.80","0.59","1.30","1.52","0.67","2.03","5.93","2.74","1.38",""
"Apr-75","3.42","1.22","1.14","2.69","0.67","1.20","1.43","0.62","1.99","5.86","2.51","1.06",""
"May-75","3.93","1.75","1.73","3.19","1.13","1.64","2.03","1.12","2.37","6.71","2.92","1.20",""
"Jun-75","6.63","3.09","4.60","6.80","3.92","5.01","5.70","4.31","4.75","10.90","7.44","3.81",""
"Jul-75","8.74","4.32","6.05","8.41","5.28","7.03","7.99","6.42","6.30","14.51","10.09","5.54",""
"Aug-75","10.76","4.79","8.19","10.26","7.40","9.90","11.41","9.45","8.51","18.31","13.16","7.82",""
"Sep-75","11.55","4.81","9.19","11.13","8.38","10.38","12.29","10.23","9.17","19.70","14.18","9.17",""
"Oct-75","8.53","3.56","6.26","8.59","5.64","6.34","8.11","6.80","6.93","16.07","11.92","8.63",""
"Nov-75","6.91","2.84","4.34","6.86","3.81","3.70","4.77","3.91","4.75","11.71","8.61","6.54",""
"Dec-75","5.26","1.84","2.79","5.17","2.25","2.41","3.13","1.83","3.04","8.50","5.23","3.82",""
"Jan-76","4.19","1.39","1.92","3.98","1.36","1.76","2.42","1.19","2.49","7.05","3.92","2.58",""
"Feb-76","3.84","1.21","1.83","3.61","1.16","1.59","2.22","1.00","2.33","6.44","3.51","2.17",""
"Mar-76","3.29","1.04","1.24","2.88","0.61","1.27","1.89","0.80","2.14","6.04","3.04","1.70",""
"Apr-76","3.47","1.27","1.46","2.83","0.79","1.25","1.90","0.82","2.14","6.01","2.52","1.15",""
"May-76","4.34","1.93","2.17","3.85","1.51","1.83","2.59","0.80","2.12","6.49","2.39","0.99",""
"Jun-76","6.73","3.45","4.28","6.63","3.41","3.98","4.32","3.15","3.88","10.10","5.94","2.79",""
"Jul-76","8.81","4.47","6.00","8.44","5.21","6.17","7.14","5.23","5.42","13.54","8.65","4.45",""
"Aug-76","13.71","6.18","9.76","12.24","9.12","10.23","11.55","9.50","8.68","18.57","13.64","8.40",""
"Sep-76","10.65","5.00","8.07","10.20","7.33","7.41","8.57","6.95","7.04","17.50","12.05","8.70",""
"Oct-76","9.28","4.21","7.14","9.22","6.36","6.51","7.78","6.42","6.64","15.78","11.47","8.42",""
"Nov-76","7.22","3.03","4.85","7.15","4.22","4.27","5.50","4.25","5.01","11.93","9.12","6.96",""
"Dec-76","5.48","2.12","3.04","5.29","2.47","2.55","2.79","2.09","3.27","8.75","5.71","4.33",""
"Jan-77","4.46","1.49","2.13","4.31","1.65","1.86","1.77","1.15","2.45","7.01","3.83","2.49",""
"Feb-77","3.72","1.21","1.52","3.41","1.04","1.50","1.33","0.77","2.12","6.24","2.97","1.62",""
"Mar-77","3.38","1.08","1.27","3.02","0.83","1.53","1.35","0.79","2.13","6.03","3.01","1.66",""
"Apr-77","3.72","1.37","1.61","3.23","1.10","1.65","1.46","0.91","2.21","6.08","2.84","1.48",""
"May-77","4.22","1.71","1.98","3.64","1.40","1.68","1.61","1.03","2.30","6.65","2.77","1.14",""
"Jun-77","5.25","2.74","2.73","4.73","2.04","2.19","2.28","1.43","2.60","8.84","3.39","1.43",""
"Jul-77","9.26","4.49","6.13","8.72","5.39","5.57","5.66","4.33","4.76","12.89","7.50","3.83",""
"Aug-77","11.38","5.33","8.16","10.61","7.54","7.20","8.12","6.64","6.46","16.38","10.37","5.73",""
"Sep-77","11.17","4.93","8.57","10.72","7.82","8.08","10.63","8.47","7.96","18.38","12.79","8.16",""
"Oct-77","9.54","4.19","6.40","8.97","5.82","4.97","6.03","4.81","5.45","14.63","9.78","7.33",""
"Nov-77","7.57","3.16","4.88","7.43","4.31","3.72","3.99","2.99","4.01","10.91","7.27","5.55",""
"Dec-77","5.50","2.10","2.95","5.35","2.37","2.32","2.48","1.66","2.90","8.35","4.89","3.51",""
"Jan-78","5.06","1.75","2.55","4.91","2.03","1.96","2.12","1.40","2.67","7.22","4.36","3.01",""
"Feb-78","3.91","1.27","1.58","3.71","1.08","1.46","1.55","0.93","2.27","6.40","3.35","2.01",""
"Mar-78","3.44","1.00","1.32","3.30","0.87","1.33","1.42","0.74","2.09","5.99","2.91","1.25",""
"Apr-78","3.29","1.10","1.01","2.83","0.64","1.22","1.32","0.68","2.03","5.90","2.45","1.08",""
"May-78","5.20","2.41","2.77","4.82","2.14","2.18","2.17","1.37","2.55","6.87","3.29","1.39",""
"Jun-78","7.28","3.66","4.50","6.99","3.75","5.53","5.04","4.42","4.83","10.98","7.64","3.90",""
"Jul-78","11.42","5.44","8.71","10.93","7.83","8.39","9.32","7.54","7.12","15.28","11.30","6.43",""
"Aug-78","13.84","6.41","10.83","12.60","9.83","12.27","14.95","12.30","10.42","20.31","15.13","9.11",""
"Sep-78","12.33","5.45","9.64","11.56","8.67","10.16","12.76","10.53","9.35","19.81","14.32","8.78",""
"Oct-78","9.97","4.34","7.35","9.67","6.66","6.99","10.16","8.22","7.87","17.07","12.89","7.64",""
"Nov-78","6.70","2.62","3.95","6.56","3.43","3.37","4.58","3.44","4.38","11.33","7.94","4.09",""
"Dec-78","5.17","1.79","2.57","4.89","2.06","2.29","2.46","1.77","3.00","8.45","5.12","2.36",""
"Jan-79","4.26","1.30","1.83","3.88","1.29","1.82","1.98","1.29","2.57","7.13","4.12","1.81",""
"Feb-79","3.58","0.97","1.36","3.22","0.85","1.59","1.71","1.01","2.33","6.45","3.53","1.51",""
"Mar-79","3.04","0.74","0.87","2.64","0.43","1.35","1.50","0.79","2.14","6.04","3.03","1.25",""
"Apr-79","3.13","1.08","0.85","2.52","0.42","1.28","1.42","0.77","2.10","5.97","2.46","0.97",""
"May-79","4.01","1.53","1.70","3.45","1.16","2.30","2.56","1.81","2.88","7.21","3.97","1.74",""
"Jun-79","5.57","2.18","3.82","6.03","3.06","4.41","5.57","4.59","4.94","11.08","7.70","4.02",""
"Jul-79","7.33","3.58","5.03","7.42","4.18","6.48","7.95","6.69","6.50","14.80","10.37","5.75",""
"Aug-79","11.06","5.36","7.66","10.23","6.81","8.55","10.23","8.73","7.98","17.80","12.74","7.41",""
"Sep-79","12.50","6.06","9.23","11.50","8.44","8.77","9.75","8.46","7.79","18.23","13.15","7.84",""
"Oct-79","9.93","4.90","6.72","9.40","6.10","5.55","7.11","5.51","5.63","14.84","10.56","5.88",""
"Nov-79","6.44","2.77","3.60","6.32","3.13","2.95","3.48","2.40","3.33","10.23","6.29","3.05",""
"Dec-79","5.18","2.09","2.49","4.96","2.00","2.09","2.57","1.55","2.69","8.14","4.68","2.12",""
"Jan-80","4.08","1.69","1.62","3.76","1.20","1.58","2.07","1.06","2.29","6.94","3.54","1.51","0.83"
"Feb-80","3.39","1.41","1.12","2.94","0.89","1.29","1.74","0.77","2.04","6.32","2.85","1.16","0.67"
"Mar-80","3.02","1.25","0.85","2.44","0.70","1.17","1.58","0.65","1.90","5.97","2.47","0.97","0.43"
"Apr-80","3.29","1.60","1.08","2.56","0.93","1.18","1.57","0.65","1.85","5.85","2.32","0.90","0.39"
"May-80","3.88","1.99","1.81","3.39","1.53","1.63","2.10","1.14","2.25","6.84","3.42","1.42","0.37"
"Jun-80","6.20","3.38","4.34","6.46","3.55","3.84","4.58","3.30","3.71","10.15","6.76","3.23","0.70"
"Jul-80","10.31","5.41","7.48","9.80","6.56","7.00","8.06","6.25","5.82","14.34","10.38","4.70","1.32"
"Aug-80","13.26","6.77","9.99","12.05","9.11","9.39","10.50","8.40","7.27","16.93","12.24","6.43","1.99"
"Sep-80","13.18","5.96","10.96","12.54","10.10","11.26","13.50","10.99","9.51","20.58","14.39","8.68","3.14"
"Oct-80","10.45","5.41","7.44","9.90","6.86","6.56","8.74","6.91","6.94","16.36","11.86","8.71","3.91"
"Nov-80","7.02","3.27","4.26","6.90","3.84","3.67","5.46","4.01","4.97","12.73","9.10","7.27","3.24"
"Dec-80","5.52","2.31","2.80","5.28","2.38","2.49","3.41","2.00","3.11","8.87","5.56","4.75","2.02"
"Jan-81","4.54","1.57","1.98","4.18","1.55","1.92","2.60","1.34","2.50","7.44","4.09","3.10","1.20"
"Feb-81","3.86","1.24","1.48","3.38","1.12","1.59","2.11","1.03","2.21","6.74","3.33","2.06","0.90"
"Mar-81","3.41","1.12","1.11","2.87","0.79","1.38","1.87","0.88","2.03","6.31","2.84","1.33","0.61"
"Apr-81","3.40","1.17","1.20","2.73","0.78","1.30","1.84","0.87","2.01","6.23","2.41","1.00","0.41"
"May-81","5.78","2.79","3.10","5.21","2.47","2.41","2.83","1.70","2.55","7.56","3.24","1.30","0.52"
"Jun-81","8.84","4.35","6.06","8.52","5.24","6.81","8.61","6.67","6.27","15.05","9.43","4.78","1.38"
"Jul-81","11.33","5.64","9.00","11.04","8.00","10.02","11.61","9.36","7.97","18.11","12.05","7.06","2.24"
"Aug-81","12.86","5.89","9.81","11.93","8.83","10.53","12.85","10.52","9.42","20.41","14.23","8.73","3.18"
"Sep-81","11.99","5.30","8.99","11.20","8.13","9.26","10.59","8.44","7.61","17.52","12.65","8.72","3.67"
"Oct-81","9.12","3.87","6.40","8.89","5.82","6.82","7.91","6.15","6.46","15.53","11.29","8.07","3.34"
"Nov-81","8.30","3.66","5.38","8.12","4.83","4.40","5.11","3.73","4.72","12.27","8.74","6.59","2.82"
"Dec-81","6.41","2.50","3.80","6.36","3.21","3.10","3.75","2.45","3.46","9.65","6.33","4.69","1.92"
